Colony,Site,DATE,Method,VisitID
Area to south of Cavern head,Area to south of Cavern head,30/10/2011,SURV,432
Area to south of Cavern head,Beach around point to south of Cavern Head,27/10/2009,COLO,433
Area to south of Cavern head,Beach to south of Cavern Head,17/10/2005,COLO,434
Area to south of Cavern head,Beach to south of Cavern Head,21/10/2008,COLO,435
Area to south of Cavern head,Beach to south of Cavern Head,27/10/2009,COLO,436
Area to south of Cavern head,Cavern head,08/11/2000,SURV,437
Area to south of Cavern head,Cavern head,11/10/2010,SURV,438
Area to south of Cavern head,Cavern head,14/10/2008,SURV,439
Area to south of Cavern head,Cavern head,17/10/2005,SURV,440
Area to south of Cavern head,Cavern head,17/10/2009,SURV,441
Area to south of Cavern head,Cavern head,17/10/2013,SURV,442
Area to south of Cavern head,Cavern head,22/10/2014,SURV,443
Area to south of Cavern head,Cavern head,28/10/2015,SURV,444
Area to south of Cavern head,Cavern head,30/10/2003,SURV,445
Area to south of Cavern head,Cavern head,30/10/2011,SURV,446
Area to south of Cavern head,Cavern Head (beach south of),08/11/2000,COLO,447
Area to south of Cavern head,Cavern Head (beach south of),no specified date,COLO,448
Cavern Head,East of South Point bay towards Cavern Head,21/10/2008,COLO,449
Cavern Head,East of South Point bay towards Cavern Head,27/10/2009,COLO,450
Cavern Head,East of South Point in first bay,21/10/2008,COLO,451
Cavern Head,East of South Point in first bay,27/10/2009,COLO,452
Cavern Head,East of South Point in second colony eastwards,21/10/2008,COLO,453
Cavern Head,East of South Point in second colony eastwards,27/10/2009,COLO,454
Cavern Head,East of South Point on spiky point,21/10/2008,COLO,455
Cavern Head,East of South Point on spiky point,27/10/2009,COLO,456
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,01/04/2013,SURV,457
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,03/01/2012,SURV,458
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,04/01/2011,SURV,459
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,05/04/2017,SURV,460
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,07/04/2015,SURV,461
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,08/04/2016,SURV,462
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,08/10/2010,SURV,463
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,12/04/2011,SURV,464
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,14/10/2014,SURV,465
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,15/10/2012,SURV,466
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,18/12/2013,SURV,467
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,19/10/2013,SURV,468
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,20/12/2012,SURV,469
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,21/04/2012,SURV,470
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,21/12/2014,SURV,471
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,23/10/2015,SURV,472
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,23/10/2016,SURV,473
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,24/10/2011,SURV,474
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,24/12/2016,SURV,475
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,26/04/2014,SURV,476
Cliff at Seal Beach either side of rope,Cliff at Seal Beach either side of rope,26/12/2015,SURV,477
Cliff to north of Admirals penguin colony,Cliff to north above Admirals penguin colony (lagoon),15/10/2011,SURV,478
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,02/04/2015,SURV,479
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,03/11/2013,SURV,480
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,04/04/2017,SURV,481
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,05/11/2015,SURV,482
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,07/01/2017,SURV,483
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,13/04/2011,SURV,484
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,13/10/2010,SURV,485
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,15/10/2011,SURV,486
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,18/10/2012,SURV,487
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,19/09/2004,SURV,488
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,19/10/2005,SURV,489
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,19/12/2013,SURV,490
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,20/10/2008,SURV,491
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,25/04/2014,SURV,492
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,26/10/2000,SURV,493
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,26/10/2009,SURV,494
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,26/10/2014,SURV,495
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,26/10/2016,SURV,496
Cliff to north of Admirals penguin colony,Cliff to north of Admirals penguin colony,27/12/2014,SURV,497
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,05/12/2005,SURV,498
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,10/10/2010,SURV,499
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,13/10/2008,SURV,500
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,14/04/2011,SURV,501
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,16/10/2000,SURV,502
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,19/10/2012,SURV,503
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,25/10/2014,SURV,504
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,28/10/2011,SURV,505
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,28/10/2016,SURV,506
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,29/10/2013,SURV,507
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,30/10/2009,SURV,508
Cliff to northwest of vertical waterfall above Hau,Cliff to northwest of vertical waterfall above Haulround point,no specified date,SURV,509
Cliff to northwest of vertical waterfall above Hau,Houlround pt,13/10/2008,COLO,510
Cliff to south of crane point,Cliff to south of crane point,03/04/2015,SURV,511
Cliff to south of crane point,Cliff to south of crane point,04/01/2011,SURV,512
Cliff to south of crane point,Cliff to south of crane point,05/01/2012,SURV,513
Cliff to south of crane point,Cliff to south of crane point,05/04/2010,SURV,514
Cliff to south of crane point,Cliff to south of crane point,05/04/2017,SURV,515
Cliff to south of crane point,Cliff to south of crane point,08/04/2016,SURV,516
Cliff to south of crane point,Cliff to south of crane point,10/10/2010,SURV,517
Cliff to south of crane point,Cliff to south of crane point,12/04/2011,SURV,518
Cliff to south of crane point,Cliff to south of crane point,12/10/2005,SURV,519
Cliff to south of crane point,Cliff to south of crane point,13/10/2000,SURV,520
Cliff to south of crane point,Cliff to south of crane point,14/10/2014,SURV,521
Cliff to south of crane point,Cliff to south of crane point,14/11/2011,SURV,522
Cliff to south of crane point,Cliff to south of crane point,15/10/2008,SURV,523
Cliff to south of crane point,Cliff to south of crane point,15/10/2012,SURV,524
Cliff to south of crane point,Cliff to south of crane point,17/04/2012,SURV,525
Cliff to south of crane point,Cliff to south of crane point,18/12/2008,SURV,526
Cliff to south of crane point,Cliff to south of crane point,18/12/2012,SURV,527
Cliff to south of crane point,Cliff to south of crane point,19/10/2009,SURV,528
Cliff to south of crane point,Cliff to south of crane point,19/10/2013,SURV,529
Cliff to south of crane point,Cliff to south of crane point,19/10/2016,SURV,530
Cliff to south of crane point,Cliff to south of crane point,19/12/2013,SURV,531
Cliff to south of crane point,Cliff to south of crane point,20/09/2004,SURV,532
Cliff to south of crane point,Cliff to south of crane point,21/12/2014,SURV,533
Cliff to south of crane point,Cliff to south of crane point,24/12/2016,SURV,534
Cliff to south of crane point,Cliff to south of crane point,25/04/2014,SURV,535
Cliff to south of crane point,Cliff to south of crane point,30/03/2009,SURV,536
Cliff to south of crane point,Cliff to south of crane point,30/12/2009,SURV,537
Cliff to south of crane point,Cliff to south of crane point,31/03/2013,SURV,538
Cliff to south of crane point,Cliff to south of crane point,no specified date,SURV,539
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),02/04/2015,SURV,540
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),03/11/2013,SURV,541
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),06/11/2015,SURV,542
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),13/04/2011,SURV,543
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),14/01/2011,SURV,544
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),14/10/2010,SURV,545
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),17/04/2010,SURV,546
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),17/10/2014,SURV,547
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),17/12/2008,SURV,548
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),18/10/2012,SURV,549
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),18/12/2012,SURV,550
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),19/10/2009,SURV,551
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),19/12/2013,SURV,552
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),20/10/2008,SURV,553
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),25/04/2014,SURV,554
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),25/10/2016,SURV,555
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),26/10/2011,SURV,556
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),26/12/2015,SURV,557
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),27/03/2017,SURV,558
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),27/12/2009,SURV,559
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),27/12/2014,SURV,560
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),28/03/2009,SURV,561
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),28/12/2016,SURV,562
Cliff to south of view point in Snoek Gat (where c,Cliff to south of view point in Snoek Gat (where crowd of birds are),31/03/2013,SURV,563
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,05/01/2012,SURV,564
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,05/04/2017,SURV,565
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,07/04/2015,SURV,566
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,08/04/2016,SURV,567
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,12/04/2011,SURV,568
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,14/01/2011,SURV,569
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,14/10/2014,SURV,570
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,15/10/2010,SURV,571
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,15/10/2011,SURV,572
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,15/10/2012,SURV,573
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,18/12/2013,SURV,574
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,19/10/2013,SURV,575
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,19/10/2016,SURV,576
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,21/12/2014,SURV,577
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,22/04/2012,SURV,578
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,23/10/2015,SURV,579
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,23/12/2012,SURV,580
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,24/12/2016,SURV,581
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,26/04/2014,SURV,582
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,26/12/2015,SURV,583
Cliffs at Seal Beach above main penguin colonies,Cliffs at Seal Beach above main penguin colonies,31/03/2013,SURV,584
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane,15/10/2000,SURV,585
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane,19/10/2005,SURV,586
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane,20/09/2004,SURV,587
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane,no specified date,SURV,588
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,03/04/2015,SURV,589
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,03/11/2013,SURV,590
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,04/01/2011,SURV,591
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,05/04/2017,SURV,592
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,08/04/2016,SURV,593
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,10/10/2010,SURV,594
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,13/04/2011,SURV,595
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,15/10/2008,SURV,596
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,15/10/2014,SURV,597
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,17/04/2010,SURV,598
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,18/12/2012,SURV,599
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,19/10/2009,SURV,600
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,19/10/2012,SURV,601
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,19/12/2013,SURV,602
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,22/12/2008,SURV,603
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,24/10/2016,SURV,604
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,24/12/2016,SURV,605
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,25/04/2014,SURV,606
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,26/12/2015,SURV,607
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,28/01/2010,SURV,608
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,29/12/2014,SURV,609
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,30/03/2009,SURV,610
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,31/03/2013,SURV,611
Cliffs to north and east of crane (from below cran,Cliffs to north and east of crane (from below crane around to diesel pumping) Search on FOOT,no specified date,SURV,612
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,01/04/2013,SURV,613
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,03/01/2012,SURV,614
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,03/04/2009,SURV,615
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,04/01/2011,SURV,616
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,05/04/2017,SURV,617
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,07/04/2015,SURV,618
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,08/04/2016,SURV,619
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,08/10/2010,SURV,620
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,12/04/2011,SURV,621
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,13/10/2000,SURV,622
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,14/10/2008,SURV,623
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,14/10/2014,SURV,624
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,15/10/2012,SURV,625
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,17/10/2005,SURV,626
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,17/10/2009,SURV,627
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,17/10/2013,SURV,628
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,18/12/2012,SURV,629
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,18/12/2013,SURV,630
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,20/09/2004,SURV,631
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,21/04/2012,SURV,632
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,21/12/2014,SURV,633
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,22/03/2001,SURV,634
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,22/10/2011,SURV,635
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,22/12/2008,SURV,636
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,23/10/2016,SURV,637
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,24/12/2016,SURV,638
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,26/04/2014,SURV,639
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,26/12/2015,SURV,640
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,27/12/2009,SURV,641
Cliffs to the north of Tumbledown beach,Cliffs to the north of Tumbledown beach,no specified date,SURV,642
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,01/04/2013,SURV,643
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,03/01/2012,SURV,644
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,03/04/2009,SURV,645
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,04/01/2011,SURV,646
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,05/04/2017,SURV,647
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,07/04/2015,SURV,648
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,08/04/2016,SURV,649
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,08/10/2010,SURV,650
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,12/04/2011,SURV,651
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,13/10/2000,SURV,652
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,14/10/2008,SURV,653
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,14/10/2014,SURV,654
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,15/10/2012,SURV,655
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,17/10/2005,SURV,656
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,17/10/2009,SURV,657
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,17/10/2013,SURV,658
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,18/12/2012,SURV,659
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,18/12/2013,SURV,660
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,19/10/2016,SURV,661
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,20/09/2004,SURV,662
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,21/04/2012,SURV,663
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,21/12/2014,SURV,664
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,22/03/2001,SURV,665
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,22/10/2011,SURV,666
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,22/12/2008,SURV,667
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,24/12/2016,SURV,668
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,26/04/2014,SURV,669
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,26/12/2015,SURV,670
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,27/12/2009,SURV,671
Cliffs to the south of point at Tumbledown,Cliffs to the south of point at Tumbledown,no specified date,SURV,672
False Peak,False Peak,01/02/2016,SURV,673
False Peak,False Peak,06/10/2016,SURV,674
False Peak,False Peak,10/09/2010,SURV,675
False Peak,False Peak,14/02/2010,SURV,676
False Peak,False Peak,17/09/2015,SURV,677
False Peak,False Peak,20/09/2009,SURV,678
False Peak,False Peak,23/09/2017,SURV,679
False Peak,False Peak,26/01/2015,SURV,680
False Peak,False Peak,31/01/2009,SURV,681
False Peak,False Peak,no specified date,SURV,682
Gonydale,Gonydale,01/09/2016,SURV,683
Gonydale,Gonydale,09/02/2016,SURV,684
Gonydale,Gonydale,19/02/2010,SURV,685
Gonydale,Gonydale,20/09/2009,SURV,686
Gonydale,Gonydale,21/08/2017,SURV,687
Gonydale,Gonydale,22/09/2015,SURV,688
Gonydale,Gonydale,23/01/2015,SURV,689
Gonydale,Gonydale,24/01/2009,SURV,690
Gonydale,Gonydale,26/01/2017,SURV,691
Gonydale,Gonydale,27/01/2011,SURV,692
Gonydale,Gonydale,no specified date,SURV,693
GP Valley,G.P. Valley,01/02/2016,SURV,694
GP Valley,G.P. Valley,06/10/2016,SURV,695
GP Valley,G.P. Valley,10/09/2010,SURV,696
GP Valley,G.P. Valley,14/02/2010,SURV,697
GP Valley,G.P. Valley,20/09/2009,SURV,698
